1.518432556152343750e+03 6.242404556977394350e+03 2.593880156043454566e+00
1.518453430175781250e+03 6.228001994007388021e+03 2.595767236381411713e+00
1.518474243164062500e+03 6.223083020964981188e+03 2.582851908545248154e+00
1.518495056152343750e+03 6.221449682682199636e+03 2.581697705030767676e+00
1.518515930175781250e+03 6.231597363502620283e+03 2.581453521316013244e+00
1.518536743164062500e+03 6.232480490372884560e+03 2.584105519794588801e+00
1.518557556152343750e+03 6.233401340419494773e+03 2.579717895402681371e+00
1.518578430175781250e+03 6.235158090845966399e+03 2.580808410557039689e+00
1.518599243164062500e+03 6.234406089785036784e+03 2.579453189774869148e+00
1.518620056152343750e+03 6.239733185969304941e+03 2.579850700109829642e+00
1.518640930175781250e+03 6.238757205869092104e+03 2.577908501060044877e+00
1.518661743164062500e+03 6.240896744436279732e+03 2.579567430591277688e+00
1.518682556152343750e+03 6.239700614446788677e+03 2.581363008625443989e+00
1.518703430175781250e+03 6.237064910400092231e+03 2.579817984762331040e+00
1.518724243164062500e+03 6.235471413186268364e+03 2.580159627131052069e+00
1.518745056152343750e+03 6.239331142098710188e+03 2.577894905688630001e+00
1.518765930175781250e+03 6.236029207199356279e+03 2.580306546237983945e+00
1.518786743164062500e+03 6.233943616712012954e+03 2.577940685735166770e+00
1.518807556152343750e+03 6.237935267050209404e+03 2.583043810299727294e+00
1.518828430175781250e+03 6.235277510235603586e+03 2.578895315050611092e+00
1.518849243164062500e+03 6.238234006892806974e+03 2.577251401913629891e+00
1.518870056152343750e+03 6.235998647441212597e+03 2.579077712226431895e+00
1.518890930175781250e+03 6.235757723290686044e+03 2.578138594158051689e+00
1.518911743164062500e+03 6.235150000804689626e+03 2.580700876419002032e+00
1.518932556152343750e+03 6.237497435605021565e+03 2.580846563774819025e+00
1.518953430175781250e+03 6.232319781271594366e+03 2.578290899314275464e+00
1.518974243164062500e+03 6.237075519435343267e+03 2.578094944634231833e+00
1.518995056152343750e+03 6.244234502638041704e+03 2.585259939438928622e+00
1.519015930175781250e+03 6.238307025688602153e+03 2.583155400290892523e+00
1.519036743164062500e+03 6.230778252200133466e+03 2.577910628220513978e+00
1.519057556152343750e+03 6.232286368015180415e+03 2.577030666330204500e+00
1.519078430175781250e+03 6.234890148813296037e+03 2.580420472088736705e+00
1.519099243164062500e+03 6.234002043942019554e+03 2.586526855429621019e+00
1.519120056152343750e+03 6.237580369717915346e+03 2.576739314520410939e+00
1.519140930175781250e+03 6.235150376547656379e+03 2.578495068432772541e+00
1.519161743164062500e+03 6.234162244815353915e+03 2.578562936289562568e+00
